service_order_no,order_date,region,technician_id,job_code,job_description,parts_cost,labor_cost,truck_cost,base_cost,list_price,discount_pct,sell_price,warranty_flag,margin_amount,margin_pct
51758,2024-07-26,DE-Munich,T0422,82010,Evaporator Coil Replace,265.1,91.57,20.5,377.17,482.2,0.015,474.97,0,97.8,0.2059
51759,2024-01-27,DE-Berlin,T0422,84015,Leak Diagnosis & Seal,158.92,120.13,35.63,314.68,402.91,0.035,388.81,0,74.13,0.1907
51760,2024-03-12,NL-Amsterdam,T0046,85005,Refrigerant Charge,174.38,73.09,27.3,274.77,320.04,0.167,266.59,0,-8.18,-0.0307
51761,2024-02-29,DE-Hamburg,T0133,81120,Compressor Repair/Replace,587.08,68.11,31.85,687.04,802.64,0.097,724.78,0,37.74,0.0521
51762,2024-05-24,DE-Munich,T0264,85005,Refrigerant Charge,41.28,77.09,30.11,148.48,206.65,0.149,175.86,1,27.38,0.1557
51763,2024-04-02,NL-Amsterdam,T0123,84015,Leak Diagnosis & Seal,228.24,103.49,16.33,348.06,429.18,0.263,316.31,1,-31.75,-0.1004
51764,2024-11-04,DE-Munich,T0343,81120,Compressor Repair/Replace,206.18,107.95,37.3,351.43,408.57,0.073,378.74,0,27.31,0.0721
51765,2024-01-08,NL-Amsterdam,T0274,85005,Refrigerant Charge,145.77,99.63,7.79,253.19,339.6,0.099,305.98,0,52.79,0.1725
51766,2024-03-19,DE-Munich,T0326,81120,Compressor Repair/Replace,520.16,92.78,24.66,637.6,848.82,0.051,805.53,0,167.93,0.2085
51767,2024-01-27,NL-Amsterdam,T0202,81433,Drier Replace,90.96,77.81,5.52,174.29,213.47,0.025,208.13,0,33.84,0.1626
51768,2024-06-22,NL-Amsterdam,T0331,81433,Drier Replace,288.01,95.87,8.29,392.17,436.5,0.021,427.33,0,35.16,0.0823
51769,2024-02-19,EU-EMEA-Remote,T0346,81433,Drier Replace,136.25,113.96,29.48,279.69,372.79,0.017,366.45,0,86.76,0.2368
51770,2024-07-17,AT-Vienna,T0389,81433,Drier Replace,390.84,70.47,16.47,477.78,521.81,0.038,501.98,0,24.2,0.0482
51771,2024-12-14,NL-Amsterdam,T0244,81120,Compressor Repair/Replace,159.62,122.32,31.96,313.9,373.61,0.105,334.38,0,20.48,0.0612
51772,2024-06-29,DE-Munich,T0322,85005,Refrigerant Charge,271.35,75.39,5.0,351.74,457.09,0.064,427.84,0,76.1,0.1779
51773,2024-01-24,NL-Amsterdam,T0241,81120,Compressor Repair/Replace,98.19,14.0,21.29,133.48,178.44,0.121,156.85,1,23.37,0.149
51774,2024-11-11,NL-Amsterdam,T0366,81433,Drier Replace,213.27,124.27,12.27,349.81,437.83,0.094,396.67,0,46.86,0.1181
51775,2024-02-15,EU-EMEA-Remote,T0129,83020,Thermostat Replace,194.86,38.7,19.37,252.93,336.23,0.118,296.55,1,43.62,0.1471
51776,2024-01-15,EU-EMEA-Remote,T0034,82010,Evaporator Coil Replace,196.06,98.79,34.39,329.24,396.15,0.036,381.89,0,52.65,0.1379
51777,2024-06-01,NL-Amsterdam,T0418,81120,Compressor Repair/Replace,211.88,87.39,36.33,335.6,444.9,0.017,437.34,0,101.74,0.2326
51778,2024-08-09,AT-Vienna,T0172,84015,Leak Diagnosis & Seal,251.95,85.25,26.1,363.3,439.23,0.066,410.24,1,46.94,0.1144
51779,2024-07-24,DE-Munich,T0394,84015,Leak Diagnosis & Seal,192.29,113.4,9.24,314.93,374.92,0.017,368.55,0,53.62,0.1455
51780,2024-09-29,DE-Berlin,T0169,81433,Drier Replace,117.41,104.93,12.35,234.69,294.7,0.11,262.28,1,27.59,0.1052
51781,2024-08-23,NL-Amsterdam,T0168,83020,Thermostat Replace,224.27,64.11,23.28,311.66,409.68,0.092,371.99,0,60.33,0.1622
51782,2024-12-05,DE-Hamburg,T0130,82010,Evaporator Coil Replace,836.19,97.11,15.55,948.85,1135.25,0.113,1006.97,1,58.12,0.0577
51783,2024-08-15,DE-Berlin,T0067,81120,Compressor Repair/Replace,669.28,106.57,27.26,803.11,937.14,0.145,801.25,0,-1.86,-0.0023
51784,2024-01-09,DE-Munich,T0287,84015,Leak Diagnosis & Seal,344.68,121.86,35.41,501.95,648.03,0.045,618.87,0,116.92,0.1889
51785,2024-06-14,NL-Amsterdam,T0287,84015,Leak Diagnosis & Seal,378.49,48.49,14.14,441.12,556.21,0.052,527.29,0,86.17,0.1634
51786,2024-11-14,DE-Hamburg,T0311,84015,Leak Diagnosis & Seal,112.22,87.26,14.84,214.32,249.84,0.021,244.59,0,30.27,0.1238
51787,2024-08-01,DE-Hamburg,T0469,82010,Evaporator Coil Replace,351.79,57.08,12.56,421.43,523.93,0.089,477.3,0,55.87,0.1171
51788,2024-04-26,NL-Amsterdam,T0219,85005,Refrigerant Charge,156.23,44.71,19.97,220.91,283.08,0.108,252.51,0,31.6,0.1251
51789,2024-12-09,DE-Hamburg,T0406,82010,Evaporator Coil Replace,460.35,75.24,22.42,558.01,676.96,0.101,608.59,0,50.58,0.0831
51790,2024-03-12,EU-EMEA-Remote,T0018,81120,Compressor Repair/Replace,378.74,98.48,22.17,499.39,637.43,0.071,592.17,0,92.78,0.1567
51791,2024-03-04,EU-EMEA-Remote,T0233,83020,Thermostat Replace,126.22,116.06,29.18,271.46,318.61,0.145,272.41,0,0.95,0.0035
51792,2024-07-23,NL-Amsterdam,T0112,82010,Evaporator Coil Replace,512.75,74.31,25.14,612.2,783.38,0.198,628.27,1,16.07,0.0256
51793,2024-07-27,DE-Berlin,T0191,82010,Evaporator Coil Replace,439.85,80.25,21.53,541.63,544.97,0.089,496.47,0,-45.16,-0.091
51794,2024-03-12,AT-Vienna,T0239,81120,Compressor Repair/Replace,365.94,82.21,22.33,470.48,546.3,0.065,510.79,0,40.31,0.0789
51795,2024-10-03,AT-Vienna,T0454,85005,Refrigerant Charge,80.75,59.87,22.68,163.3,168.04,0.004,167.37,0,4.07,0.0243
51796,2024-09-30,EU-EMEA-Remote,T0443,82010,Evaporator Coil Replace,134.8,51.0,21.54,207.34,251.27,0.104,225.14,0,17.8,0.0791
51797,2024-11-15,DE-Berlin,T0208,85005,Refrigerant Charge,179.67,115.25,16.58,311.5,399.03,0.13,347.16,0,35.66,0.1027
51798,2024-12-03,DE-Hamburg,T0430,83020,Thermostat Replace,87.82,62.75,12.38,162.95,201.27,0.054,190.4,1,27.45,0.1442
51799,2024-04-04,DE-Munich,T0060,83020,Thermostat Replace,72.02,133.84,23.14,229.0,284.75,0.013,281.05,0,52.05,0.1852
51800,2024-06-14,DE-Munich,T0488,81433,Drier Replace,297.57,101.0,18.01,416.58,528.11,0.058,497.48,0,80.9,0.1626
51801,2024-02-01,AT-Vienna,T0416,85005,Refrigerant Charge,137.94,32.54,26.2,196.68,239.04,0.089,217.77,1,21.09,0.0968
51802,2024-01-11,NL-Amsterdam,T0100,85005,Refrigerant Charge,357.38,90.38,22.58,470.34,656.98,0.145,561.72,1,91.38,0.1627
51803,2024-10-27,NL-Amsterdam,T0130,82010,Evaporator Coil Replace,551.65,78.9,22.12,652.67,823.55,0.202,657.19,1,4.52,0.0069
51804,2024-08-04,DE-Hamburg,T0129,84015,Leak Diagnosis & Seal,131.14,95.84,29.88,256.86,310.79,0.17,257.96,1,1.1,0.0043
51805,2024-10-15,NL-Amsterdam,T0161,84015,Leak Diagnosis & Seal,400.18,73.17,10.76,484.11,565.57,0.017,555.96,0,71.85,0.1292
51806,2024-04-11,AT-Vienna,T0339,84015,Leak Diagnosis & Seal,330.34,52.73,36.15,419.22,488.45,0.107,436.19,0,16.97,0.0389
51807,2024-09-23,DE-Berlin,T0267,84015,Leak Diagnosis & Seal,126.86,139.08,5.0,270.94,332.77,0.035,321.12,0,50.18,0.1563
51808,2024-08-01,AT-Vienna,T0478,81120,Compressor Repair/Replace,198.26,92.75,33.61,324.62,439.89,0.123,385.78,0,61.16,0.1585
51809,2024-06-27,DE-Munich,T0157,81120,Compressor Repair/Replace,483.88,67.73,23.61,575.22,749.11,0.043,716.9,0,141.68,0.1976
51810,2024-03-28,DE-Berlin,T0395,83020,Thermostat Replace,22.23,88.51,17.81,128.55,150.49,0.071,139.81,1,11.26,0.0805
51811,2024-02-10,DE-Berlin,T0463,84015,Leak Diagnosis & Seal,27.07,63.2,10.23,100.5,126.94,0.164,106.12,0,5.62,0.053
51812,2024-03-16,DE-Munich,T0347,85005,Refrigerant Charge,163.77,65.63,17.2,246.6,320.77,0.127,280.03,0,33.43,0.1194
51813,2024-02-15,NL-Amsterdam,T0252,83020,Thermostat Replace,132.75,67.19,20.69,220.63,277.8,0.025,270.86,0,50.23,0.1854
51814,2024-06-08,AT-Vienna,T0158,85005,Refrigerant Charge,174.61,59.77,23.56,257.94,322.47,0.076,297.96,0,40.02,0.1343
51815,2024-03-20,DE-Berlin,T0291,85005,Refrigerant Charge,155.2,58.46,33.56,247.22,287.28,0.041,275.5,0,28.28,0.1026
51816,2024-11-05,NL-Amsterdam,T0027,83020,Thermostat Replace,169.37,106.58,22.59,298.54,351.19,0.159,295.35,1,-3.19,-0.0108
51817,2024-03-26,AT-Vienna,T0244,85005,Refrigerant Charge,328.18,80.81,24.56,433.55,602.04,0.101,541.23,1,107.68,0.199
51818,2024-04-01,DE-Hamburg,T0086,82010,Evaporator Coil Replace,372.56,108.86,24.8,506.22,618.99,0.089,563.9,0,57.68,0.1023
51819,2024-05-27,DE-Berlin,T0274,84015,Leak Diagnosis & Seal,65.09,48.06,19.38,132.53,158.42,0.267,116.12,0,-16.41,-0.1413
51820,2024-06-09,DE-Munich,T0156,85005,Refrigerant Charge,22.47,35.63,20.46,78.56,96.83,0.018,95.09,0,16.53,0.1738
51821,2024-07-20,DE-Munich,T0311,81433,Drier Replace,141.25,80.61,21.14,243.0,239.09,0.115,211.59,0,-31.41,-0.1484
51822,2024-08-29,AT-Vienna,T0474,85005,Refrigerant Charge,112.16,135.97,27.01,275.14,312.21,0.108,278.49,1,3.35,0.012
51823,2024-12-18,EU-EMEA-Remote,T0053,81120,Compressor Repair/Replace,95.94,79.09,14.7,189.73,229.66,0.072,213.12,0,23.39,0.1098
51824,2024-01-02,DE-Hamburg,T0166,81433,Drier Replace,15.67,139.22,17.95,172.84,201.79,0.108,180.0,0,7.16,0.0398
51825,2024-08-12,EU-EMEA-Remote,T0023,82010,Evaporator Coil Replace,266.08,85.3,24.85,376.23,399.3,0.104,357.77,1,-18.46,-0.0516
51826,2024-10-15,AT-Vienna,T0221,85005,Refrigerant Charge,425.7,82.83,13.39,521.92,555.15,0.119,489.09,1,-32.83,-0.0671
51827,2024-08-20,EU-EMEA-Remote,T0004,83020,Thermostat Replace,164.45,23.65,22.91,211.01,230.08,0.113,204.08,0,-6.93,-0.034
51828,2024-03-17,AT-Vienna,T0302,83020,Thermostat Replace,154.32,87.76,17.63,259.71,258.67,0.19,209.52,1,-50.19,-0.2395
51829,2024-04-25,NL-Amsterdam,T0488,81433,Drier Replace,162.68,88.72,26.04,277.44,370.0,0.042,354.46,0,77.02,0.2173
51830,2024-06-02,DE-Hamburg,T0351,82010,Evaporator Coil Replace,282.11,72.59,32.99,387.69,471.45,0.183,385.17,1,-2.52,-0.0065
51831,2024-04-12,AT-Vienna,T0029,85005,Refrigerant Charge,205.82,64.14,17.64,287.6,367.85,0.146,314.14,1,26.54,0.0845
51832,2024-07-12,AT-Vienna,T0475,82010,Evaporator Coil Replace,128.84,93.82,28.06,250.72,320.8,0.046,306.04,0,55.32,0.1808
51833,2024-06-14,AT-Vienna,T0040,81120,Compressor Repair/Replace,1070.66,78.96,23.6,1173.22,1622.11,0.102,1456.65,1,283.43,0.1946
51834,2024-12-24,DE-Hamburg,T0256,81433,Drier Replace,69.15,142.51,18.93,230.59,297.35,0.034,287.24,0,56.65,0.1972
51835,2024-03-30,EU-EMEA-Remote,T0172,81120,Compressor Repair/Replace,469.41,84.13,22.05,575.59,712.84,0.112,633.0,1,57.41,0.0907
51836,2024-06-22,AT-Vienna,T0338,81433,Drier Replace,75.29,81.13,32.38,188.8,202.33,0.051,192.01,0,3.21,0.0167
51837,2024-05-01,EU-EMEA-Remote,T0332,83020,Thermostat Replace,135.52,66.46,20.63,222.61,281.24,0.111,250.02,0,27.41,0.1096
51838,2024-05-22,DE-Munich,T0209,84015,Leak Diagnosis & Seal,403.98,84.75,32.47,521.2,583.56,0.167,486.11,0,-35.09,-0.0722
51839,2024-04-15,NL-Amsterdam,T0301,82010,Evaporator Coil Replace,78.91,81.33,21.04,181.28,221.41,0.124,193.96,0,12.68,0.0654
51840,2024-10-31,DE-Munich,T0061,82010,Evaporator Coil Replace,166.19,69.63,10.7,246.52,312.34,0.044,298.6,0,52.08,0.1744
51841,2024-12-25,DE-Munich,T0072,82010,Evaporator Coil Replace,176.27,30.07,20.83,227.17,279.4,0.101,251.18,0,24.01,0.0956
51842,2024-11-12,DE-Hamburg,T0328,81120,Compressor Repair/Replace,251.1,72.65,10.08,333.83,394.38,0.054,373.08,0,39.25,0.1052
51843,2024-05-02,NL-Amsterdam,T0245,85005,Refrigerant Charge,172.86,60.27,19.46,252.59,265.2,0.048,252.47,0,-0.12,-0.0005
51844,2024-01-09,AT-Vienna,T0200,85005,Refrigerant Charge,431.42,75.25,19.15,525.82,615.92,0.088,561.72,1,35.9,0.0639
51845,2024-09-18,AT-Vienna,T0414,81120,Compressor Repair/Replace,196.82,40.71,36.53,274.06,331.12,0.189,268.54,0,-5.52,-0.0206
51846,2024-03-13,AT-Vienna,T0244,83020,Thermostat Replace,354.32,124.13,34.87,513.32,590.78,0.044,564.79,0,51.47,0.0911
51847,2024-12-24,DE-Berlin,T0386,84015,Leak Diagnosis & Seal,320.68,107.99,22.68,451.35,572.07,0.075,529.16,0,77.81,0.147
51848,2024-08-10,DE-Munich,T0461,85005,Refrigerant Charge,52.07,113.43,31.69,197.19,244.18,0.061,229.29,0,32.1,0.14
51849,2024-02-10,DE-Hamburg,T0436,83020,Thermostat Replace,108.85,92.89,18.82,220.56,274.6,0.246,207.05,1,-13.51,-0.0652
51850,2024-07-22,EU-EMEA-Remote,T0484,82010,Evaporator Coil Replace,99.36,80.47,10.58,190.41,224.2,0.044,214.34,0,23.93,0.1116
51851,2024-09-20,NL-Amsterdam,T0038,81120,Compressor Repair/Replace,235.52,52.02,26.22,313.76,404.69,0.33,271.14,0,-42.62,-0.1572
51852,2024-11-23,NL-Amsterdam,T0446,82010,Evaporator Coil Replace,267.21,154.99,24.89,447.09,552.43,0.086,504.92,0,57.83,0.1145
51853,2024-06-26,AT-Vienna,T0102,82010,Evaporator Coil Replace,411.57,53.05,14.5,479.12,546.6,0.053,517.63,0,38.51,0.0744
51854,2024-12-13,EU-EMEA-Remote,T0326,83020,Thermostat Replace,188.21,76.48,14.85,279.54,370.62,0.06,348.38,0,68.84,0.1976
51855,2024-11-13,AT-Vienna,T0196,85005,Refrigerant Charge,134.78,103.79,29.52,268.09,326.42,0.004,325.11,0,57.02,0.1754
51856,2024-03-24,DE-Munich,T0282,81120,Compressor Repair/Replace,123.93,84.15,8.53,216.61,287.87,0.084,263.69,0,47.08,0.1785
51857,2024-11-13,DE-Munich,T0418,81120,Compressor Repair/Replace,763.66,114.31,26.47,904.44,1174.18,0.064,1099.03,0,194.59,0.1771
51858,2024-04-20,DE-Berlin,T0122,81433,Drier Replace,578.28,66.55,19.48,664.31,768.63,0.057,724.82,0,60.51,0.0835
51859,2024-09-07,DE-Berlin,T0031,84015,Leak Diagnosis & Seal,213.98,76.58,26.48,317.04,393.84,0.35,256.0,1,-61.04,-0.2384
51860,2024-01-07,AT-Vienna,T0381,85005,Refrigerant Charge,181.15,141.68,29.91,352.74,379.22,0.164,317.03,0,-35.71,-0.1126
51861,2024-03-24,EU-EMEA-Remote,T0485,82010,Evaporator Coil Replace,307.3,75.79,15.01,398.1,517.77,0.043,495.51,0,97.41,0.1966
51862,2024-07-26,DE-Berlin,T0011,85005,Refrigerant Charge,161.01,90.82,12.88,264.71,266.23,0.049,253.18,0,-11.53,-0.0455
51863,2024-11-09,DE-Hamburg,T0259,83020,Thermostat Replace,143.47,58.53,33.73,235.73,245.48,0.158,206.69,0,-29.04,-0.1405
51864,2024-01-22,DE-Munich,T0259,81120,Compressor Repair/Replace,97.44,90.85,21.54,209.83,240.8,0.195,193.84,1,-15.99,-0.0825
51865,2024-01-03,EU-EMEA-Remote,T0308,82010,Evaporator Coil Replace,286.88,71.64,24.62,383.14,443.28,0.097,400.28,1,17.14,0.0428
51866,2024-05-06,AT-Vienna,T0001,85005,Refrigerant Charge,287.66,83.55,29.29,400.5,480.76,0.046,458.65,0,58.15,0.1268
51867,2024-10-23,AT-Vienna,T0239,85005,Refrigerant Charge,270.86,86.57,14.31,371.74,455.89,0.056,430.36,0,58.62,0.1362
51868,2024-07-06,DE-Munich,T0430,84015,Leak Diagnosis & Seal,188.46,152.43,29.22,370.11,430.91,0.122,378.34,0,8.23,0.0218
51869,2024-12-27,EU-EMEA-Remote,T0255,83020,Thermostat Replace,145.49,53.87,27.12,226.48,301.07,0.035,290.53,0,64.05,0.2205
51870,2024-01-14,DE-Hamburg,T0384,83020,Thermostat Replace,99.99,77.9,33.76,211.65,247.18,0.082,226.91,0,15.26,0.0673
51871,2024-01-12,AT-Vienna,T0134,82010,Evaporator Coil Replace,579.89,65.86,33.62,679.37,773.78,0.223,601.23,1,-78.14,-0.13
51872,2024-03-27,DE-Munich,T0342,82010,Evaporator Coil Replace,78.17,105.43,22.51,206.11,271.9,0.114,240.9,1,34.79,0.1444
51873,2024-01-12,DE-Berlin,T0203,81433,Drier Replace,265.14,62.25,28.02,355.41,441.43,0.076,407.88,0,52.47,0.1286
51874,2024-01-25,NL-Amsterdam,T0184,81120,Compressor Repair/Replace,797.85,63.35,22.36,883.56,1021.7,0.115,904.2,0,20.64,0.0228
51875,2024-10-27,DE-Munich,T0282,81433,Drier Replace,102.86,39.44,23.16,165.46,175.79,0.088,160.32,0,-5.14,-0.0321
51876,2024-08-30,DE-Munich,T0445,81433,Drier Replace,436.07,79.3,12.97,528.34,643.58,0.169,534.81,1,6.47,0.0121
51877,2024-05-01,DE-Berlin,T0490,85005,Refrigerant Charge,176.01,96.03,20.2,292.24,336.44,0.017,330.72,0,38.48,0.1164
51878,2024-05-26,NL-Amsterdam,T0471,85005,Refrigerant Charge,134.52,108.87,7.64,251.03,318.68,0.153,269.92,0,18.89,0.07
51879,2024-02-24,DE-Hamburg,T0358,82010,Evaporator Coil Replace,280.94,97.15,20.9,398.99,462.43,0.107,412.95,0,13.96,0.0338
51880,2024-08-25,DE-Munich,T0326,85005,Refrigerant Charge,347.14,65.29,32.56,444.99,600.24,0.047,572.03,0,127.04,0.2221
51881,2024-12-21,DE-Munich,T0294,85005,Refrigerant Charge,116.96,41.99,28.22,187.17,202.0,0.012,199.58,0,12.41,0.0622
51882,2024-06-21,NL-Amsterdam,T0095,84015,Leak Diagnosis & Seal,702.3,45.54,22.9,770.74,874.09,0.136,755.21,0,-15.53,-0.0206
51883,2024-08-08,DE-Munich,T0303,81120,Compressor Repair/Replace,812.01,47.72,20.38,880.11,1101.95,0.158,927.84,1,47.73,0.0514
51884,2024-04-28,EU-EMEA-Remote,T0022,85005,Refrigerant Charge,97.08,124.88,17.68,239.64,306.07,0.106,273.63,0,33.99,0.1242
51885,2024-11-04,AT-Vienna,T0131,83020,Thermostat Replace,106.19,73.65,14.65,194.49,201.17,0.046,191.92,0,-2.57,-0.0134
51886,2024-07-01,EU-EMEA-Remote,T0184,82010,Evaporator Coil Replace,54.14,54.14,28.55,136.83,167.64,0.15,142.49,1,5.66,0.0397
51887,2024-10-14,NL-Amsterdam,T0026,81120,Compressor Repair/Replace,295.53,57.12,9.72,362.37,510.84,0.152,433.19,1,70.82,0.1635
51888,2024-11-02,NL-Amsterdam,T0322,84015,Leak Diagnosis & Seal,259.39,54.88,9.54,323.81,395.72,0.057,373.16,0,49.35,0.1322
51889,2024-10-26,DE-Munich,T0022,81433,Drier Replace,396.72,76.5,29.23,502.45,618.23,0.112,548.99,0,46.54,0.0848
51890,2024-03-22,DE-Munich,T0313,83020,Thermostat Replace,336.49,120.86,23.66,481.01,563.67,0.051,534.92,0,53.91,0.1008
51891,2024-07-29,NL-Amsterdam,T0028,83020,Thermostat Replace,206.13,76.03,22.36,304.52,317.1,0.078,292.37,0,-12.15,-0.0416
51892,2024-05-29,DE-Berlin,T0143,81433,Drier Replace,374.98,39.74,23.66,438.38,534.48,0.072,496.0,1,57.62,0.1162
51893,2024-02-06,DE-Berlin,T0198,83020,Thermostat Replace,106.13,135.95,38.08,280.16,299.56,0.196,240.85,0,-39.31,-0.1632
51894,2024-12-17,EU-EMEA-Remote,T0125,85005,Refrigerant Charge,48.35,59.51,22.45,130.31,159.1,0.187,129.35,1,-0.96,-0.0074
51895,2024-11-07,DE-Munich,T0480,82010,Evaporator Coil Replace,451.98,61.67,24.35,538.0,649.54,0.064,607.97,0,69.97,0.1151
51896,2024-12-26,DE-Berlin,T0021,83020,Thermostat Replace,261.48,96.55,38.46,396.49,399.83,0.124,350.25,0,-46.24,-0.132
51897,2024-02-28,DE-Berlin,T0281,81433,Drier Replace,7.66,87.43,21.49,116.58,133.58,0.043,127.84,0,11.26,0.0881
51898,2024-05-10,DE-Hamburg,T0213,81120,Compressor Repair/Replace,335.92,70.84,35.81,442.57,552.04,0.08,507.88,0,65.31,0.1286
51899,2024-07-20,NL-Amsterdam,T0467,84015,Leak Diagnosis & Seal,42.35,49.52,5.14,97.01,129.15,0.23,99.45,0,2.44,0.0245
51900,2024-08-30,DE-Hamburg,T0396,84015,Leak Diagnosis & Seal,127.68,65.07,12.7,205.45,237.32,0.155,200.54,0,-4.91,-0.0245
51901,2024-02-04,NL-Amsterdam,T0074,85005,Refrigerant Charge,161.47,53.59,16.66,231.72,328.63,0.069,305.95,0,74.23,0.2426
51902,2024-04-02,DE-Munich,T0358,85005,Refrigerant Charge,396.81,76.98,26.67,500.46,610.26,0.038,587.07,0,86.61,0.1475
51903,2024-07-25,DE-Berlin,T0302,85005,Refrigerant Charge,145.19,81.69,36.19,263.07,351.07,0.07,326.5,0,63.43,0.1943
51904,2024-12-18,EU-EMEA-Remote,T0089,83020,Thermostat Replace,196.84,91.24,17.27,305.35,314.78,0.019,308.8,0,3.45,0.0112
51905,2024-11-27,AT-Vienna,T0381,81433,Drier Replace,224.38,94.75,29.83,348.96,421.85,0.049,401.18,0,52.22,0.1302
51906,2024-10-31,EU-EMEA-Remote,T0250,81120,Compressor Repair/Replace,168.2,62.38,39.9,270.48,329.25,0.196,264.72,1,-5.76,-0.0218
51907,2024-12-15,DE-Munich,T0251,81120,Compressor Repair/Replace,428.64,84.3,34.52,547.46,714.55,0.189,579.5,0,32.04,0.0553
51908,2024-07-31,AT-Vienna,T0016,85005,Refrigerant Charge,47.08,109.58,18.77,175.43,217.2,0.033,210.03,0,34.6,0.1647
51909,2024-06-07,EU-EMEA-Remote,T0237,85005,Refrigerant Charge,143.61,72.63,28.95,245.19,332.2,0.082,304.96,0,59.77,0.196
51910,2024-01-24,EU-EMEA-Remote,T0063,83020,Thermostat Replace,293.79,72.13,24.72,390.64,481.59,0.052,456.55,0,65.91,0.1444
51911,2024-10-19,AT-Vienna,T0167,81120,Compressor Repair/Replace,353.22,69.06,16.72,439.0,555.61,0.109,495.05,0,56.05,0.1132
51912,2024-01-04,NL-Amsterdam,T0284,82010,Evaporator Coil Replace,448.9,92.25,25.42,566.57,534.26,0.075,494.19,0,-72.38,-0.1465
51913,2024-08-07,DE-Hamburg,T0244,81433,Drier Replace,141.15,53.9,18.21,213.26,273.37,0.207,216.78,0,3.52,0.0162
51914,2024-12-29,EU-EMEA-Remote,T0057,81120,Compressor Repair/Replace,70.36,113.94,22.99,207.29,255.73,0.016,251.64,0,44.35,0.1762
51915,2024-01-20,DE-Munich,T0060,81433,Drier Replace,154.37,87.58,10.97,252.92,304.08,0.252,227.45,1,-25.47,-0.112
51916,2024-05-31,NL-Amsterdam,T0470,84015,Leak Diagnosis & Seal,448.3,77.53,7.9,533.73,680.19,0.12,598.57,1,64.84,0.1083
51917,2024-02-19,EU-EMEA-Remote,T0386,84015,Leak Diagnosis & Seal,327.38,117.97,19.71,465.06,555.84,0.016,546.95,0,81.89,0.1497
51918,2024-06-25,DE-Berlin,T0077,82010,Evaporator Coil Replace,128.09,46.54,24.55,199.18,225.98,0.114,200.22,1,1.04,0.0052
51919,2024-04-05,NL-Amsterdam,T0190,81120,Compressor Repair/Replace,49.8,98.62,12.98,161.4,227.11,0.013,224.16,0,62.76,0.28
51920,2024-04-14,EU-EMEA-Remote,T0309,81433,Drier Replace,99.89,87.82,26.21,213.92,284.57,0.081,261.52,1,47.6,0.182
51921,2024-09-06,EU-EMEA-Remote,T0097,85005,Refrigerant Charge,121.02,57.81,22.34,201.17,238.78,0.098,215.38,0,14.21,0.066
51922,2024-04-26,NL-Amsterdam,T0386,81120,Compressor Repair/Replace,274.08,77.52,27.2,378.8,441.37,0.153,373.84,0,-4.96,-0.0133
51923,2024-12-19,EU-EMEA-Remote,T0458,82010,Evaporator Coil Replace,332.28,73.55,29.57,435.4,523.2,0.016,514.83,0,79.43,0.1543
51924,2024-08-15,DE-Munich,T0110,81433,Drier Replace,185.28,79.0,32.75,297.03,411.03,0.169,341.57,0,44.54,0.1304
51925,2024-03-06,EU-EMEA-Remote,T0100,81120,Compressor Repair/Replace,419.04,123.61,26.83,569.48,672.48,0.116,594.47,0,24.99,0.042
51926,2024-11-30,DE-Munich,T0201,82010,Evaporator Coil Replace,267.03,54.39,19.64,341.06,363.35,0.148,309.57,0,-31.49,-0.1017
51927,2024-09-18,DE-Munich,T0468,85005,Refrigerant Charge,63.54,73.26,23.51,160.31,191.84,0.066,179.18,1,18.87,0.1053
51928,2024-10-21,NL-Amsterdam,T0280,83020,Thermostat Replace,181.58,91.79,40.63,314.0,372.3,0.008,369.32,0,55.32,0.1498
51929,2024-08-30,EU-EMEA-Remote,T0231,85005,Refrigerant Charge,265.84,53.43,29.88,349.15,412.12,0.053,390.28,0,41.13,0.1054
51930,2024-07-04,EU-EMEA-Remote,T0203,81120,Compressor Repair/Replace,194.55,89.67,22.57,306.79,386.55,0.069,359.88,0,53.09,0.1475
51931,2024-09-02,EU-EMEA-Remote,T0138,81120,Compressor Repair/Replace,1075.47,89.35,20.8,1185.62,1340.98,0.155,1133.13,0,-52.49,-0.0463
51932,2024-05-04,EU-EMEA-Remote,T0024,83020,Thermostat Replace,328.12,42.76,17.21,388.09,501.15,0.051,475.59,0,87.5,0.184
51933,2024-09-24,DE-Munich,T0399,83020,Thermostat Replace,45.7,30.69,12.5,88.89,99.36,0.125,86.94,0,-1.95,-0.0224
51934,2024-05-10,DE-Munich,T0343,81433,Drier Replace,32.51,121.25,35.66,189.42,228.52,0.115,202.24,0,12.82,0.0634
51935,2024-08-24,NL-Amsterdam,T0133,83020,Thermostat Replace,107.31,45.55,25.83,178.69,212.85,0.032,206.04,0,27.35,0.1327
51936,2024-01-18,EU-EMEA-Remote,T0296,83020,Thermostat Replace,150.35,73.46,11.85,235.66,239.9,0.113,212.79,0,-22.87,-0.1075
51937,2024-02-09,DE-Munich,T0426,83020,Thermostat Replace,426.07,85.54,21.0,532.61,638.67,0.078,588.85,0,56.24,0.0955
51938,2024-01-21,DE-Berlin,T0433,85005,Refrigerant Charge,486.2,67.37,32.16,585.73,658.39,0.061,618.23,0,32.5,0.0526
51939,2024-08-12,DE-Hamburg,T0117,84015,Leak Diagnosis & Seal,394.36,126.89,18.42,539.67,638.07,0.072,592.13,0,52.46,0.0886
